date,p
1994-09-01,0.00605746052687788
1994-10-01,0.00746423848503645
1994-11-01,0.0204495071344795
1994-12-01,0.00992708224798031
1995-01-01,0
1995-02-01,0
1995-03-01,0.00622053964543453
1995-04-01,0
1995-05-01,0
1995-06-01,0
1995-07-01,0
1995-08-01,0
1995-09-01,0
1995-10-01,0.00238024924035759
1995-11-01,0
1995-12-01,0
1996-01-01,0
1996-02-01,0.00993188772990452
1996-03-01,0.0229801942007686
1996-04-01,0.0090504546221087
1996-05-01,0.0123303431476355
1996-06-01,0.00508963445129977
1996-07-01,0.0249006606318051
1996-08-01,0.0209859441977241
1996-09-01,0.0169840217133902
1996-10-01,0.0292112241245127
1996-11-01,0.00788215883459138
1996-12-01,0.0465050841614412
1997-01-01,0.0306826304627405
1997-02-01,0.046789916385396
1997-03-01,0.0434357340185349
1997-04-01,0.030209901266222
1997-05-01,0.0284365714425425
1997-06-01,0.0388232190590587
1997-07-01,0.0467217609314985
1997-08-01,0.0710370183706286
1997-09-01,0.0668424755114564
1997-10-01,0.142162596317749
1997-11-01,0.131813132403754
1997-12-01,0.0807850439719274
1998-01-01,0.0832921354732249
1998-02-01,0.0554037632305615
1998-03-01,0.0790338957168988
1998-04-01,0.0782534573924642
1998-05-01,0.0790872162828945
1998-06-01,0.0649788027150469
1998-07-01,0.0903190874688149
1998-08-01,0.289945993297592
1998-09-01,0.272293417210573
1998-10-01,0.169339687907268
1998-11-01,0.146117192328358
1998-12-01,0.1368583273587
1999-01-01,0.146104332390988
1999-02-01,0.139821612320285
1999-03-01,0.113047530697406
1999-04-01,0.11887850006041
1999-05-01,0.144758584370544
1999-06-01,0.0960040166026132
1999-07-01,0.143865408339668
1999-08-01,0.127439931163097
1999-09-01,0.138070663038186
1999-10-01,0.113053789234822
1999-11-01,0.09260484792033
1999-12-01,0.0892505979938531
2000-01-01,0.0985585376624356
2000-02-01,0.0903449757912495
2000-03-01,0.0891689080612638
2000-04-01,0.0933819557371685
2000-05-01,0.0906021618955411
2000-06-01,0.0621570793288074
2000-07-01,0.0569895578459324
2000-08-01,0.0301518125296093
2000-09-01,0.0561647304370723
2000-10-01,0.0644312388409584
2000-11-01,0.104994889184139
2000-12-01,0.0939679860075967
2001-01-01,0.0604667208419917
2001-02-01,0.0851127478108341
2001-03-01,0.0907525211380995
2001-04-01,0.069276093566298
2001-05-01,0.064601729953272
2001-06-01,0.0417127666014643
2001-07-01,0.0530650806754207
2001-08-01,0.0732552618593764
2001-09-01,0.116876618169203
2001-10-01,0.12225725466602
2001-11-01,0.0808820304599446
2001-12-01,0.0694947511584024
2002-01-01,0.0553740342517513
2002-02-01,0.0572296558190241
2002-03-01,0.0285053066016461
2002-04-01,0.0465254223755134
2002-05-01,0.0462138396335798
2002-06-01,0.0709734861575881
2002-07-01,0.106733845999315
2002-08-01,0.142547579348947
2002-09-01,0.207603794513733
2002-10-01,0.119897541229807
2002-11-01,0.0955925773844084
2002-12-01,0.128242752661359
2003-01-01,0.147106179208103
2003-02-01,0.118404927774139
2003-03-01,0.102358972753821
2003-04-01,0.0529959590557426
2003-05-01,0.0457177500173834
2003-06-01,0.0429380780588768
2003-07-01,0.0385986584230986
2003-08-01,0.0444881554147506
2003-09-01,0.0660602565687355
2003-10-01,0.0228852799472987
2003-11-01,0.0253231996470266
2003-12-01,0.0209795218290074
2004-01-01,0.0245939415774164
2004-02-01,0.0196529615094401
2004-03-01,0.0345367340098251
2004-04-01,0.0375683793110817
2004-05-01,0.0279300634135361
2004-06-01,0.0228231842782196
2004-07-01,0.032733014384595
2004-08-01,0.026486906073121
2004-09-01,0.0152079822653309
2004-10-01,0.017381212477996
2004-11-01,0.00462336645176395
2004-12-01,0.00232382787492093
2005-01-01,0
2005-02-01,0
2005-03-01,0.00157669348461178
2005-04-01,0.0111760727478371
2005-05-01,0.00985453984313782
2005-06-01,0.0021580359465945
2005-07-01,0
2005-08-01,0.00387693987364161
2005-09-01,0.00491178240485418
2005-10-01,0.00962323916374936
2005-11-01,0.00436277584723408
2005-12-01,0.00433671605640954
2006-01-01,0
2006-02-01,0
2006-03-01,0
2006-04-01,0
2006-05-01,0.0165585874362909
2006-06-01,0.00985892777755718
2006-07-01,0.0154248273036377
2006-08-01,0.00495081596200391
2006-09-01,0.00523023089740532
2006-10-01,0
2006-11-01,0
2006-12-01,0.00323921100630304
2007-01-01,0
2007-02-01,0.00869160608815215
2007-03-01,0.0111931764125983
2007-04-01,0.00605263338268163
2007-05-01,0.00482923977459452
2007-06-01,0.0173321467579384
2007-07-01,0.0528629762603934
2007-08-01,0.0637705361181855
2007-09-01,0.0408370847930532
2007-10-01,0.0606848225951109
2007-11-01,0.0995492519289388
2007-12-01,0.0927317814841243
2008-01-01,0.098994006361289
2008-02-01,0.113891331751342
2008-03-01,0.103764685217549
2008-04-01,0.0628124615331088
2008-05-01,0.0611363226678445
2008-06-01,0.0897287162972136
2008-07-01,0.0755505059530447
2008-08-01,0.0708710291192444
2008-09-01,0.160253188806868
2008-10-01,0.400654935765528
2008-11-01,0.415070536556727
2008-12-01,0.282889712248257
2009-01-01,0.305041800057727
2009-02-01,0.306491631683227
2009-03-01,0.285002327660425
2009-04-01,0.21075136182323
2009-05-01,0.15138685019612
2009-06-01,0.126890744312271
2009-07-01,0.116661430323463
2009-08-01,0.125309047882339
2009-09-01,0.103336102405618
2009-10-01,0.125834146527725
2009-11-01,0.103970522760728
2009-12-01,0.0842899151728681
2010-01-01,0.0895237027688121
2010-02-01,0.0652751015955183
2010-03-01,0.0495084945400088
2010-04-01,0.0814063994158685
2010-05-01,0.158348829493235
2010-06-01,0.197668526203716
2010-07-01,0.114714295554881
2010-08-01,0.142199469992891
2010-09-01,0.111845405009111
2010-10-01,0.0776411944279566
2010-11-01,0.0969849130412515
2010-12-01,0.0642025316659565
2011-01-01,0.0505765337586873
2011-02-01,0.0519154935425159
2011-03-01,0.0507272304389426
2011-04-01,0.0361266108172778
2011-05-01,0.0363506834661495
2011-06-01,0.0449699555684961
2011-07-01,0.0758265094660227
2011-08-01,0.149869211116684
2011-09-01,0.243450483785485
2011-10-01,0.135661902969853
2011-11-01,0.14672239288469
2011-12-01,0.114210409922229
2012-01-01,0.0720981876945711
