date,p
2012-02-01,0.0698852633957635
2012-03-01,0.0438925601148473
2012-04-01,0.0498822388159314
2012-05-01,0.107330094850171
2012-06-01,0.0579224004919246
2012-07-01,0.0609648533140527
2012-08-01,0.0598345115688962
2012-09-01,0.036623573982025
2012-10-01,0.0438129369763565
2012-11-01,0.0298035834614404
2012-12-01,0.0419510850763151
2013-01-01,0.0175159946441705
2013-02-01,0.0204389051424193
2013-03-01,0.013606532340489
2013-04-01,0.0119034377400691
2013-05-01,0.0259768911777759
2013-06-01,0.0380096092100795
2013-07-01,0.0146400520775774
2013-08-01,0.0333950597635336
2013-09-01,0.0247746493406079
2013-10-01,0.0148206557539562
2013-11-01,0.0130374296228786
2013-12-01,0.0132847399264436
2014-01-01,0.0322162271981512
2014-02-01,0.0163709387170449
2014-03-01,0.014443298630443
2014-04-01,0.0116048265364791
2014-05-01,0.00690458438629673
2014-06-01,0.00263857142605537
2014-07-01,0.0217856686832461
2014-08-01,0.00973917914248471
2014-09-01,0.0279262185070806
2014-10-01,0.0228804014753796
2014-11-01,0.0216141571212338
2014-12-01,0.0433734127283569
2015-01-01,0.0603284012814217
2015-02-01,0.0283106867662421
2015-03-01,0.0334115027993056
2015-04-01,0.0273227489786181
2015-05-01,0.0198365959068197
2015-06-01,0.0345752748748422
2015-07-01,0.0152893732705888
2015-08-01,0.0900175940444417
2015-09-01,0.0761182417812156
2015-10-01,0.0345002331648368
2015-11-01,0.0414585808561615
2015-12-01,0.0480131055103304
2016-01-01,0.0627232540089903
2016-02-01,0.0680858227430191
2016-03-01,0.0306731664707063
2016-04-01,0.0400248903328849
2016-05-01,0.0278124367150945
2016-06-01,0.0347764663188466
2016-07-01,0.0208735102410599
2016-08-01,0.0260695556788546
2016-09-01,0.0270305316697965
2016-10-01,0.0357855530730822
2016-11-01,0.0227210341513628
2016-12-01,0.0270622290213777
2017-01-01,0.0133338964430118
2017-02-01,0.0158552781318443
2017-03-01,0.00600055947451121
2017-04-01,0.00252244812610513
2017-05-01,0.00500973768907857
2017-06-01,0.00493753287759885
2017-07-01,0.00017084787186787
2017-08-01,0.0101249616736591
2017-09-01,0.00439342430178896
2017-10-01,0.00345427043078838
2017-11-01,0.00633264668639395
2017-12-01,0.0122396597205079
2018-01-01,0.0166742309767571
2018-02-01,0.0480781632491318
2018-03-01,0.0515800600042595
2018-04-01,0.0296973828811073
2018-05-01,0.0243970370859261
2018-06-01,0.0293440178434711
2018-07-01,0.0154912478377857
2018-08-01,0.0174388735416133
2018-09-01,0.014711807743059
2018-10-01,0.0531639366705581
2018-11-01,0.0403540928658645
2018-12-01,0.0712447202496358
2019-01-01,0.0323852270457036
2019-02-01,0.0226588888557522
2019-03-01,0.0214094635551519
2019-04-01,0.0185327718350942
2019-05-01,0.0368407228819908
2019-06-01,0.0222479507391892
2019-07-01,0.0274708485849753
2019-08-01,0.046450931028123
2019-09-01,0.0388023152113024
2019-10-01,0.0275875595814934
2019-11-01,0.0257089460178968
2019-12-01,0.0235662419093606
2020-01-01,0.0366833586308138
2020-02-01,0.13602252611549
2020-03-01,0.295329770220416
2020-04-01,0.194552424623853
2020-05-01,0.14381536128591
2020-06-01,0.153200401716303
2020-07-01,0.126911584601508
2020-08-01,0.140008525659094
2020-09-01,0.139454501962606
2020-10-01,0.17903556125877
2020-11-01,0.083958589439775
2020-12-01,0.0890753793648985
2021-01-01,0.160652741592794
2021-02-01,0.126898157584895
2021-03-01,0.108858530042165
